date,CSI1000,CSI500,CYB,HS300,SH50
2014-10-28,6163.672,4924.955,1522.052,2416.653,1585.744
2014-10-29,6246.699,4991.755,1530.084,2451.384,1608.402
2014-10-30,6241.588,4992.63,1525.767,2468.925,1619.096
2014-10-31,6208.61,4986.416,1513.267,2508.325,1657.286
2014-11-03,6275.993,5028.698,1529.892,2512.548,1651.052
2014-11-04,6231.816,5003.47,1516.396,2513.172,1645.624
2014-11-05,6227.245,4995.443,1512.487,2503.448,1637.625
2014-11-06,6289.192,5024.848,1532.52,2506.067,1635.964
2014-11-07,6228.167,4977.255,1522.625,2502.153,1640.323
2014-11-10,6246.612,5031.001,1514.818,2565.73,1689.024
2014-11-11,6023.004,4881.48,1461.508,2558.612,1710.882
2014-11-12,6120.058,4965.384,1475.753,2594.318,1731.021
2014-11-13,6023.782,4921.671,1442.859,2579.75,1726.337
2014-11-14,6009.446,4909.609,1441.213,2581.093,1728.805
2014-11-17,6100.833,4958.466,1471.685,2567.101,1708.096
2014-11-18,6139.522,4967.651,1481.86,2541.416,1679.423
2014-11-19,6193.562,4985.101,1505.552,2537.223,1671.654
2014-11-20,6185.919,4974.626,1494.591,2537.099,1676.598
2014-11-21,6240.774,5029.773,1504.833,2583.455,1714.711
2014-11-24,6293.023,5112.119,1507.811,2649.258,1758.096
2014-11-25,6392.442,5189.001,1541.922,2685.561,1777.673
2014-11-26,6435.14,5214.21,1554.22,2723.018,1820.489
2014-11-27,6472.587,5251.389,1563.409,2754.49,1853.004
2014-11-28,6478.108,5245.267,1570.851,2808.819,1914.44
2014-12-01,6392.464,5208.139,1552.306,2819.812,1920.38
2014-12-02,6457.556,5277.657,1565.417,2923.94,2021.54
2014-12-03,6513.957,5339.005,1604.447,2967.549,2037.585
2014-12-04,6605.322,5451.962,1621.845,3104.351,2160.66
2014-12-05,6462.089,5333.892,1581.907,3124.885,2200.253
2014-12-08,6457.511,5412.674,1567.163,3252.881,2298.849
2014-12-09,6161.367,5195.406,1504.623,3106.913,2182.693
2014-12-10,6366.81,5374.097,1572.685,3221.546,2254.823
2014-12-11,6463.316,5454.443,1587.665,3183.012,2193.542
2014-12-12,6545.19,5493.2,1623.569,3193.227,2193.287
2014-12-15,6658.145,5583.597,1657.498,3217.228,2201.536
2014-12-16,6635.255,5606.693,1649.582,3303.402,2299.278
2014-12-17,6551.119,5557.286,1644.212,3360.598,2383.948
2014-12-18,6540.881,5558.045,1634.052,3345.927,2364.041
2014-12-19,6438.042,5524.122,1596.811,3383.167,2390.28
2014-12-22,6120.582,5305.209,1517.928,3394.481,2426.684
2014-12-23,6023.366,5193.722,1496.534,3324.924,2374.954
2014-12-24,6154.878,5262.365,1519.798,3230.385,2270.883
2014-12-25,6222.506,5364.563,1529.468,3335.419,2359.655
2014-12-26,6233.936,5422.751,1536.082,3445.839,2464.819
2014-12-29,6098.979,5367.637,1499.4,3455.455,2481.663
2014-12-30,5982.636,5275.085,1460.108,3457.554,2523.627
2014-12-31,6027.52,5322.714,1471.764,3533.705,2581.567
2015-01-05,6049.787,5417.017,1464.774,3641.541,2649.639
2015-01-06,6172.392,5479.864,1539.828,3641.059,2629.402
2015-01-07,6166.769,5488.242,1523.387,3643.79,2635.231
2015-01-08,6164.111,5444.037,1541.887,3559.259,2558.107
2015-01-09,6128.012,5409.058,1553.239,3546.723,2569.019
2015-01-12,6062.283,5332.221,1586.124,3513.576,2543.852
2015-01-13,6167.117,5405.091,1601.168,3514.04,2527.828
2015-01-14,6139.29,5379.738,1588.007,3502.423,2534.23
2015-01-15,6168.658,5449.038,1586.335,3604.121,2632.89
2015-01-16,6252.075,5520.123,1639.555,3635.146,2653.034
2015-01-19,6109.285,5281.895,1630.065,3355.155,2410.201
2015-01-20,6336.631,5472.514,1700.852,3396.222,2403.724
2015-01-21,6465.733,5611.694,1722.581,3548.885,2542.318
2015-01-22,6568.636,5690.156,1744.037,3567.613,2544.308
2015-01-23,6502.067,5633.289,1697.288,3571.732,2564.514
2015-01-26,6642.612,5758.979,1739.79,3607.985,2562.363
2015-01-27,6693.806,5773.816,1743.675,3574.931,2522.103
2015-01-28,6666.264,5739.919,1731.413,3525.323,2486.285
2015-01-29,6625.005,5701.205,1711.372,3481.798,2442.038
2015-01-30,6546.597,5632.728,1680.58,3434.39,2405.38
2015-02-02,6535.903,5609.389,1696.829,3353.96,2332.533
2015-02-03,6654.549,5707.476,1750.906,3437.445,2405.76
2015-02-04,6653.338,5683.519,1757.739,3401.768,2372.455
2015-02-05,6654.082,5654.217,1774.312,3366.946,2348.921
2015-02-06,6526.949,5534.785,1730.966,3312.42,2325.241
2015-02-09,6474.817,5504.974,1708.845,3345.921,2366.766
2015-02-10,6555.818,5580.704,1747.675,3406.943,2403.548
2015-02-11,6645.51,5641.786,1772.845,3434.124,2415.128
2015-02-12,6703.815,5681.341,1788.809,3442.874,2416.449
2015-02-13,6815.848,5769.272,1825.488,3469.828,2427.474
2015-02-16,6965.301,5869.713,1896.628,3499.483,2431.21
2015-02-17,7020.053,5911.098,1894.306,3522.322,2445.26
2015-02-25,7004.665,5906.538,1876.745,3478.729,2407.457
2015-02-26,7045.268,5969.557,1880.388,3566.295,2478.061
2015-02-27,7141.888,6018.463,1928.044,3572.843,2474.595
2015-03-02,7317.677,6139.792,1986.986,3601.265,2479.237
2015-03-03,7282.108,6118.656,1961.743,3507.9,2396.805
2015-03-04,7411.034,6210.421,2009.827,3530.822,2397.993
2015-03-05,7450.906,6208.988,2014.786,3496.344,2366.899
2015-03-06,7338.404,6133.026,1951.398,3478.52,2371.623
2015-03-09,7450.816,6212.236,1994.39,3537.75,2429.867
2015-03-10,7566.481,6276.485,2045.322,3520.611,2395.428
2015-03-11,7566.312,6262.892,2035.829,3524.653,2408.503
2015-03-12,7514.445,6260.137,2018.132,3592.844,2485.114
2015-03-13,7649.345,6329.576,2069.072,3617.657,2495.277
2015-03-16,7903.363,6516.765,2142.672,3705.671,2550.861
2015-03-17,7993.243,6618.054,2137.462,3757.122,2583.198
2015-03-18,8150.951,6728.068,2182.919,3846.055,2649.642
2015-03-19,8216.624,6782.463,2183.878,3839.739,2630.243
2015-03-20,8318.829,6850.897,2213.766,3892.574,2680.679
2015-03-23,8560.441,7017.154,2293.649,3972.061,2720.671
2015-03-24,8655.38,7046.123,2357.969,3973.046,2683.647
2015-03-25,8784.909,7124.872,2385.014,3940.412,2649.161
2015-03-26,8611.864,7074.437,2291.789,3949.999,2687.762
2015-03-27,8710.291,7155.945,2323.818,3971.697,2689.24
2015-03-30,8719.22,7245.497,2290.476,4088.178,2784.456
2015-03-31,8780.739,7253.104,2335.171,4051.204,2754.658
2015-04-01,9008.201,7425.733,2404.909,4123.895,2799.451
2015-04-02,9238.053,7560.648,2475.325,4124.776,2781.641
2015-04-03,9419.201,7679.01,2510.16,4170.538,2817.181
2015-04-07,9600.722,7863.284,2556.698,4260.044,2889.452
2015-04-08,9455.59,7807.997,2488.158,4295.803,2952.079
2015-04-09,9369.657,7746.151,2496.487,4262.138,2931.772
2015-04-10,9600.401,7952.189,2552.829,4344.416,2986.605
2015-04-13,9813.596,8122.893,2577.776,4421.073,3041.125
2015-04-14,9830.062,8119.959,2558.848,4438.184,3052.407
2015-04-15,9441.192,7802.747,2441.739,4380.513,3053.304
2015-04-16,9541.766,7912.088,2484.33,4513.546,3183.302
2015-04-17,9567.695,7980.76,2463.99,4596.136,3235.332
2015-04-20,9353.612,7839.901,2424.848,4521.919,3164.461
2015-04-21,9716.349,8112.687,2566.091,4619.164,3214.364
2015-04-22,9995.262,8323.427,2634.931,4739.814,3299.221
2015-04-23,10105.27,8410.703,2706.185,4740.892,3273.398
2015-04-24,10123.91,8419.095,2734.75,4702.641,3223.958
2015-04-27,10174.9,8513.016,2747.497,4807.592,3308.454
2015-04-28,9847.893,8266.483,2687.974,4741.861,3282.33
2015-04-29,10107.4,8428.254,2797.524,4774.326,3283.282
2015-04-30,10180.49,8469.673,2857.89,4749.886,3250.49
2015-05-04,10270.13,8510.481,2845.252,4787.741,3272.005
2015-05-05,10007.27,8199.344,2783.443,4596.837,3148.813
2015-05-06,9973.991,8082.999,2846.558,4553.327,3139.02
2015-05-07,9806.508,7903.478,2806.047,4470.089,3094.883
2015-05-08,10274.38,8201.293,2973.596,4558.404,3110.455
2015-05-11,10771.62,8558.218,3146.83,4690.532,3169.134
2015-05-12,11051.43,8745.678,3250.296,4747.421,3188.313
2015-05-13,11137.3,8824.929,3192.147,4718.436,3141.296
2015-05-14,11211.1,8813.393,3141.593,4700.778,3128.572
2015-05-15,11217.93,8742.885,3145.335,4617.47,3060.411
2015-05-18,11542.28,8903.595,3278.483,4575.14,2998.389
2015-05-19,11831.36,9124.833,3322.774,4731.222,3116.086
2015-05-20,12132.37,9277.331,3406.284,4754.919,3122.85
2015-05-21,12586.05,9619.223,3527.413,4840.976,3150.901
2015-05-22,12687.29,9778.171,3516.627,4951.335,3248.855
2015-05-25,12877.87,10040.09,3467.916,5099.495,3349.945
2015-05-26,13401.31,10373.58,3618.231,5198.918,3386.593
2015-05-27,13582.55,10497.34,3628.673,5181.434,3344.738
2015-05-28,12818.99,9868.424,3432.982,4834.007,3124.621
2015-05-29,13027.21,9966.845,3542.844,4840.829,3111.334
2015-06-01,13691.17,10488.31,3718.753,5076.179,3244.319
2015-06-02,14276.32,10886.4,3901.543,5161.87,3258.31
2015-06-03,14356.6,10979.99,3982.251,5143.59,3238.428
2015-06-04,14308.65,10965.41,3943.467,5181.416,3299.03
2015-06-05,14465.75,11144.52,3885.832,5230.552,3303.988
2015-06-08,14099.73,11030.92,3704.553,5353.751,3458.707
2015-06-09,14106.23,11013.74,3705.536,5317.461,3413.996
2015-06-10,14461.8111,11208.06,3834.699,5309.112,3370.3833
2015-06-11,14768.8814,11366.29,3862.138,5306.59,3347.1161
2015-06-12,15006.3388,11545.89,3899.705,5335.115,3350.2482
2015-06-15,14707.7784,11332.89,3696.027,5221.167,3262.4793
2015-06-16,14102.2218,10879.84,3590.669,5064.821,3179.6524
2015-06-17,14407.3131,11100.55,3741.357,5138.831,3211.7065
2015-06-18,13934.2148,10731.38,3504.554,4930.549,3068.4878
2015-06-19,13024.7156,9987.407,3314.976,4637.052,2903.0573
2015-06-23,13047.019,10046.88,3393.94,4786.091,3003.1629
2015-06-24,13313.7949,10267.63,3383.404,4880.126,3045.2444
2015-06-25,12760.4781,9906.104,3206.381,4706.516,2943.9898
2015-06-26,11730.7481,9078.065,2920.703,4336.195,2736.695
2015-06-29,10906.0443,8484.643,2689.76,4191.549,2678.3683
2015-06-30,11381.4729,8906.02,2858.606,4472.998,2870.0253
2015-07-01,10734.0112,8411.91,2759.408,4253.021,2736.8473
2015-07-02,10002.3588,7835.104,2649.316,4107.996,2714.2469
2015-07-03,9358.7322,7355.491,2605.276,3885.917,2582.2655
2015-07-06,8858.9118,7235.999,2493.828,3998.537,2749.9982
2015-07-07,8356.1255,6763.526,2352.01,3928.003,2812.4457
2015-07-08,8114.6044,6602.374,2364.049,3663.038,2608.9765
2015-07-09,8348.8749,6896.352,2435.755,3897.626,2781.0767
2015-07-10,8620.2716,7244.784,2535.889,4106.556,2898.4101
2015-07-13,9032.5563,7695.635,2683.074,4211.812,2869.0511
2015-07-14,9338.169,7859.057,2726.048,4112.149,2763.0728
2015-07-15,8942.9051,7405.295,2590.031,3966.759,2757.9508
2015-07-16,9041.2287,7578.759,2627.076,3997.356,2742.8468
2015-07-17,9541.2589,7994.697,2783.324,4151.496,2807.0649
2015-07-20,9839.9168,8116.496,2848.303,4160.612,2783.7614
2015-07-21,10062.8931,8220.463,2882.897,4166.006,2772.7737
2015-07-22,10228.8632,8320.236,2897.373,4157.16,2739.7856
2015-07-23,10553.2221,8551.991,2967.952,4250.805,2790.7639
2015-07-24,10449.7497,8425.074,2897.824,4176.279,2741.0438
2015-07-27,9719.5505,7794.181,2683.446,3818.731,2493.2903
2015-07-28,9284.5411,7649.82,2581.962,3811.093,2485.6742
2015-07-29,9727.2317,8022.796,2693.865,3930.379,2531.4449
2015-07-30,9460.7288,7800.58,2561.191,3815.412,2467.3671
2015-07-31,9223.6361,7727.061,2539.844,3816.699,2461.2401
2015-08-03,8723.5937,7540.205,2399.273,3829.235,2479.7243
2015-08-04,9265.221,7942.095,2546.162,3948.155,2534.7111
2015-08-05,9240.8846,7839.338,2502.041,3866.9,2487.0616
2015-08-06,9229.3485,7792.028,2480.926,3831.852,2467.5246
2015-08-07,9585.1364,8013.319,2576.993,3906.945,2503.7961
2015-08-10,10077.9421,8394.086,2706.718,4084.365,2617.6592
2015-08-11,10153.7138,8435.327,2698.912,4066.669,2590.7101
2015-08-12,10005.9294,8336.337,2622.188,4016.126,2561.1265
2015-08-13,10308.7894,8534.429,2684.258,4075.463,2580.7779
2015-08-14,10377.9785,8625.242,2674.022,4073.54,2577.0381
2015-08-17,10563.1326,8820.457,2666.287,4077.872,2550.4668
2015-08-18,9806.701,8161.269,2504.172,3825.412,2407.9666
2015-08-19,10057.8401,8340.983,2570.691,3886.136,2430.2809
2015-08-20,9739.9163,8049.512,2508.817,3761.454,2356.9173
2015-08-21,9208.1541,7612.902,2341.954,3589.536,2271.3586
2015-08-24,8506.7235,7006.189,2152.614,3275.534,2058.2515
2015-08-25,7882.1122,6481.412,1990.706,3042.927,1914.0515
2015-08-26,7543.7843,6238.526,1890.036,3025.692,1942.4498
2015-08-27,7793.5388,6456.055,1959.494,3205.638,2094.7223
2015-08-28,8270.9594,6842.894,2082.124,3342.286,2159.9579
2015-08-31,7950.4591,6581.313,1996.865,3366.536,2210.4467
2015-09-01,7441.3381,6169.207,1889.491,3362.083,2230.321
2015-09-02,7129.9698,6122.553,1855.032,3365.832,2243.6313
2015-09-07,7291.4682,6143.557,1893.521,3250.485,2133.9783
2015-09-08,7651.5004,6374.855,2001.156,3334.023,2180.1306
2015-09-09,7956.7285,6551.007,2071.717,3399.305,2211.1995
2015-09-10,7842.999,6440.309,2039.118,3357.561,2208.4814
2015-09-11,7952.1356,6493.319,2060.505,3347.188,2195.3905
2015-09-14,7412.3015,6049.79,1906.214,3281.132,2228.1535
2015-09-15,7034.8998,5708.03,1797.557,3152.232,2175.1725
2015-09-16,7500.6097,6084.837,1926.245,3309.248,2241.9486
2015-09-17,7428.6373,5965.409,1933.297,3236.999,2194.8233
2015-09-18,7556.2034,6036.881,1983.298,3251.273,2198.9898
2015-09-21,7847.8848,6250.439,2079.06,3308.247,2214.4483
2015-09-22,7880.8355,6295.926,2078.718,3339.03,2237.3135
2015-09-23,7824.066,6224.601,2077.99,3263.028,2178.546
2015-09-24,7928.8247,6315.11,2106.594,3284.999,2188.0879
2015-09-25,7640.173,6108.376,2020.972,3231.951,2183.4036
2015-09-28,7839.6176,6219.692,2122.257,3242.752,2169.941
2015-09-29,7720.6772,6103.606,2098.567,3178.854,2127.2026
2015-09-30,7727.5092,6123.727,2082.673,3202.948,2146.118
2015-10-08,8056.2789,6372.492,2190.311,3296.482,2191.3432
2015-10-09,8180.3966,6470.051,2216.656,3340.116,2219.2937
2015-10-12,8522.6293,6718.722,2316.782,3447.693,2283.4292
2015-10-13,8651.0521,6802.077,2342.039,3445.043,2270.9481
2015-10-14,8534.7257,6724.496,2305.003,3406.112,2253.9082
2015-10-15,8808.4649,6929.237,2404.533,3486.815,2297.9014
2015-10-16,8943.0176,7047.56,2449.03,3534.065,2323.7752
2015-10-19,8935.3908,7047.372,2433.599,3534.182,2318.4716
2015-10-20,9116.5385,7162.075,2511.164,3577.703,2337.0801
2015-10-21,8541.607,6712.739,2344.74,3473.254,2340.3603
2015-10-22,8894.7568,6964.298,2458.138,3524.534,2331.7909
2015-10-23,9182.5529,7138.234,2538.383,3571.241,2343.9648
2015-10-26,9262.8897,7186.755,2527.477,3589.261,2350.0196
2015-10-27,9345.9663,7231.436,2563.958,3592.879,2349.9042
2015-10-28,9131.8703,7048.895,2485.235,3524.92,2310.7026
2015-10-29,9214.5876,7108.975,2485.276,3533.307,2307.345
2015-10-30,9188.2657,7084.971,2478.277,3534.079,2312.9738
2015-11-02,8944.6834,6936.432,2432.038,3475.962,2280.0924
2015-11-03,8924.415,6920.103,2429.27,3465.493,2271.6533
2015-11-04,9396.8421,7267.988,2584.317,3628.538,2370.5032
2015-11-05,9391.4462,7276.451,2564.722,3705.97,2440.6507
2015-11-06,9629.2803,7446.847,2661.412,3793.374,2493.4843
2015-11-09,9816.0341,7543.801,2724.619,3840.355,2534.0841
2015-11-10,9911.24,7575.008,2746.609,3833.238,2522.6834
2015-11-11,10100.5106,7684.666,2804.677,3833.646,2505.8297
2015-11-12,10135.0823,7682.452,2783.298,3795.324,2476.4292
2015-11-13,9934.7686,7567.108,2710.161,3746.242,2447.7733
2015-11-16,10194.7776,7718.855,2797.162,3764.126,2447.2933
2015-11-17,10109.3985,7650.381,2717.052,3758.387,2453.2569
2015-11-18,9928.6633,7526.942,2661.165,3715.58,2439.4469
2015-11-19,10235.35,7718.622,2770.752,3774.969,2468.488
2015-11-20,10440.3518,7806.266,2800.15,3774.383,2466.7568
2015-11-23,10341.449,7744.182,2770.577,3753.335,2456.8404
2015-11-24,10459.5977,7798.498,2816.048,3753.889,2447.9039
2015-11-25,10696.3083,7922.384,2897.569,3781.607,2459.5633
2015-11-26,10620.8318,7874.08,2833.198,3759.429,2450.9624
2015-11-27,9933.4955,7376.124,2649.55,3556.992,2334.44
2015-11-30,10001.1878,7408.399,2672.581,3566.412,2336.2903
2015-12-01,9955.2047,7443.945,2655.345,3591.696,2344.8327
2015-12-02,9822.0548,7405.86,2613.263,3721.955,2458.4105
2015-12-03,10102.8925,7570.508,2708.123,3749.299,2461.4492
2015-12-04,10081.573,7511.675,2692.161,3677.592,2397.5621
2015-12-07,10238.0191,7602.228,2738.149,3687.607,2395.5835
2015-12-08,10057.7376,7404.142,2691.658,3623.02,2364.3437
2015-12-09,10034.1939,7374.274,2667.912,3635.938,2369.7377
2015-12-10,10035.4491,7350.21,2695.507,3623.084,2357.2086
2015-12-11,9946.1212,7290.702,2671.292,3608.059,2342.4527
2015-12-14,10118.9023,7441.03,2709.265,3711.322,2414.9166
2015-12-15,10278.4692,7498.181,2745.7,3694.389,2383.8318
2015-12-16,10374.2291,7529.403,2763.114,3685.44,2376.5351
2015-12-17,10679.9622,7716.246,2835.701,3755.888,2408.3212
2015-12-18,10629.9701,7699.37,2830.259,3767.913,2422.8345
2015-12-21,10699.61,7788.564,2829.921,3865.965,2500.064
2015-12-22,10809.2423,7856.608,2839.852,3876.733,2496.054
2015-12-23,10638.1595,7773.283,2783.942,3866.381,2503.059
2015-12-24,10633.1896,7753.037,2795.78,3829.402,2481.7542
2015-12-25,10726.991,7792.124,2794.73,3838.201,2492.3364
2015-12-28,10515.3609,7603.361,2735.485,3727.632,2411.4081
2015-12-29,10653.7085,7674.388,2749.822,3761.875,2432.8795
2015-12-30,10806.704,7741.047,2779.513,3765.175,2432.773
2015-12-31,10614.3785,7617.689,2714.048,3731.005,2420.8008
2016-01-04,9694.8363,6983.404,2491.24,3469.066,2270.4609
2016-01-05,9452.0406,6889.741,2416.725,3478.78,2288.1127
2016-01-06,9709.5692,7065.607,2468.366,3539.808,2317.6465
2016-01-07,8856.4914,6462.243,2256.524,3294.3839,2180.5889
2016-01-08,8876.2526,6570.432,2248.99,3361.563,2219.6119
2016-01-11,8205.122,6128.656,2106.358,3192.45,2120.2342
2016-01-12,8187.9598,6136.663,2147.531,3215.71,2131.3679
2016-01-13,7836.1229,5924.044,2059.776,3155.879,2105.5066
2016-01-14,8157.7372,6124.82,2175.012,3221.571,2132.0757
2016-01-15,7868.1676,5893.682,2112.902,3118.73,2070.9283
2016-01-18,8060.8792,5978.908,2174.934,3130.729,2069.2746
2016-01-19,8388.3835,6197.095,2241.696,3223.125,2128.5743
2016-01-20,8321.3921,6138.503,2204.648,3174.378,2088.7229
2016-01-21,7944.5669,5886.884,2112.404,3081.345,2040.9775
2016-01-22,8074.2854,5980.611,2149.586,3113.463,2061.9621
2016-01-25,8180.5037,6041.326,2158.824,3128.886,2065.4437
2016-01-26,7545.5442,5589.307,1994.047,2940.509,1951.6136
2016-01-27,7466.7458,5514.189,1997.465,2930.352,1953.4647
2016-01-28,7100.9014,5271.233,1906.461,2853.756,1912.7205
2016-01-29,7385.7587,5469.125,1994.065,2946.09,1973.0052
2016-02-01,7292.6133,5399.477,1992.695,2901.048,1937.0729
2016-02-02,7576.0654,5586.627,2075.287,2961.334,1969.6161
2016-02-03,7630.4588,5610.173,2090.513,2948.639,1952.3665
2016-02-04,7807.4008,5721.485,2126.636,2984.76,1974.2364
2016-02-05,7718.7083,5664.197,2096.986,2963.789,1967.2595
2016-02-15,7726.37,5668.04,2116.838,2946.707,1948.2752
2016-02-16,8069.5941,5902.534,2201.925,3037.035,2000.9027
2016-02-17,8202.1465,5971.412,2215.341,3063.32,2014.4428
2016-02-18,8176.1396,5957.131,2190.911,3053.699,2009.2727
2016-02-19,8239.2559,5979.516,2211.006,3051.585,2004.1065
2016-02-22,8407.8524,6103.723,2245.564,3118.868,2053.8631
2016-02-23,8357.3553,6070.5,2218.119,3089.363,2029.5223
2016-02-24,8364.6626,6111.043,2203.741,3109.545,2041.3881
2016-02-25,7702.5912,5626.052,2037.143,2918.75,1932.6015
2016-02-26,7666.8226,5648.938,2014.92,2948.031,1955.3953
2016-02-29,7183.6763,5350.434,1880.146,2877.467,1944.6111
2016-03-01,7345.0859,5473.635,1934.919,2930.694,1973.1936
2016-03-02,7711.886,5753.148,2017.604,3051.333,2043.4067
2016-03-03,7727.1599,5776.977,2007.076,3058.422,2053.2726
2016-03-04,7418.8006,5621.561,1907.041,3093.89,2122.2692
2016-03-07,7600.4372,5752.548,1953.332,3104.84,2107.6731
2016-03-08,7670.6898,5764.325,2002.191,3107.673,2115.158
2016-03-09,7500.17,5617.038,1970.813,3071.907,2111.9188
2016-03-10,7376.6974,5521.948,1936.968,3013.146,2061.451
2016-03-11,7349.567,5508.982,1934.87,3018.284,2070.7239
2016-03-14,7640.1307,5690.59,2023.128,3065.69,2078.4096
2016-03-15,7571.8197,5639.801,1996.92,3074.78,2101.1167
2016-03-16,7484.2256,5562.804,1977.538,3090.033,2136.1277
2016-03-17,7779.8753,5745.975,2087.293,3124.204,2131.4813
2016-03-18,8097.204,5949.263,2177.87,3171.963,2141.177
2016-03-21,8325.977,6099.481,2227.034,3249.437,2193.3853
2016-03-22,8311.2112,6075.492,2221.702,3225.79,2173.256
2016-03-23,8408.6385,6118.966,2259.106,3236.092,2175.2834
2016-03-24,8279.6494,6018.424,2219.77,3181.851,2137.59
2016-03-25,8343.2422,6077.431,2216.086,3197.817,2149.2039
2016-03-28,8298.7781,6037.778,2199.685,3169.728,2123.0349
2016-03-29,8118.9963,5921.867,2152.548,3135.41,2106.8616
2016-03-30,8438.6835,6137.503,2248.783,3216.275,2157.5295
2016-03-31,8447.1793,6155.814,2238.286,3218.088,2156.541
2016-04-01,8389.2866,6124.528,2205.369,3221.895,2167.7824
2016-04-05,8635.6667,6286.583,2279.52,3264.486,2180.2624
2016-04-06,8691.2299,6323.434,2297.041,3257.528,2168.0372
2016-04-07,8549.5129,6228.974,2248.684,3209.29,2139.4042
2016-04-08,8484.1743,6168.742,2229.934,3185.726,2123.8041
2016-04-11,8677.4091,6304.3,2283.143,3230.096,2148.4394
2016-04-12,8608.3738,6252.773,2264.016,3218.45,2143.8961
2016-04-13,8729.8406,6344.226,2294.015,3261.383,2171.315
2016-04-14,8837.0181,6401.855,2324.394,3275.832,2178.8677
2016-04-15,8841.0945,6384.35,2309.676,3272.205,2182.0667
2016-04-18,8715.8501,6281.202,2265.593,3228.453,2158.2302
2016-04-19,8754.5044,6308.229,2272.52,3238.303,2163.607
2016-04-20,8312.2012,6022.213,2145.239,3181.026,2154.8859
2016-04-21,8198.5109,5970.682,2110.162,3160.603,2147.7184
2016-04-22,8282.424,6011.32,2136.924,3174.901,2157.7235
2016-04-25,8232.4778,5978.077,2126.834,3162.033,2148.2801
2016-04-26,8343.4215,6046.773,2155.697,3179.161,2155.7914
2016-04-27,8323.4579,6016.699,2146.611,3165.916,2145.3804
2016-04-28,8303.5569,5990.329,2155.229,3160.581,2142.0569
2016-04-29,8291.6985,5985.594,2138.738,3156.745,2135.5087
2016-05-03,8558.5784,6167.454,2217.23,3213.54,2158.2717
2016-05-04,8565.1143,6169.783,2211.018,3209.461,2152.9337
2016-05-05,8628.7405,6203.817,2224.095,3213.92,2152.8822
2016-05-06,8276.0331,5961.489,2129.194,3130.354,2107.0089
2016-05-09,7918.1483,5743.647,2053.597,3065.615,2072.467
2016-05-10,7898.6624,5738.896,2054.222,3069.112,2072.3818
2016-05-11,7823.9797,5723.41,2034.925,3082.808,2078.4126
2016-05-12,7821.9121,5726.455,2034.565,3090.137,2084.8384
2016-05-13,7806.9568,5714.31,2025.223,3074.935,2076.1879
2016-05-16,7961.1464,5812.542,2057.857,3095.308,2082.6159
2016-05-17,7961.502,5790.341,2081.44,3086.024,2075.4651
2016-05-18,7711.9546,5631.192,2020.475,3068.035,2078.7593
2016-05-19,7767.3154,5666.733,2037.403,3062.5,2073.8041
2016-05-20,7860.1279,5732.901,2065.301,3078.218,2083.1174
2016-05-23,7995.5813,5809.476,2098.234,3087.222,2082.4118
2016-05-24,7913.6754,5743.178,2075.509,3063.5556,2066.6428
2016-05-25,7889.7299,5715.183,2067.254,3059.2259,2071.9071
2016-05-26,7929.4676,5744.387,2086.007,3064.211,2076.1366
2016-05-27,7912.8637,5739.589,2069.885,3062.499,2074.9195
2016-05-30,7867.5968,5711.315,2058.518,3066.709,2092.1606
2016-05-31,8197.5567,5947.322,2159.8,3169.559,2155.6557
2016-06-01,8270.5166,5973.779,2168.82,3160.547,2138.9632
2016-06-02,8369.432,6013.894,2188.558,3167.099,2137.6519
2016-06-03,8391.7632,6032.603,2204.974,3189.325,2152.6368
2016-06-06,8422.4718,6051.859,2199.301,3178.788,2136.3228
2016-06-07,8434.6689,6045.357,2196.727,3177.053,2139.069
2016-06-08,8431.8915,6023.877,2186.544,3163.986,2132.963
2016-06-13,8000.8185,5746.443,2054.707,3066.341,2084.3001
2016-06-14,8038.589,5762.761,2058.314,3075.983,2095.0228
2016-06-15,8340.5394,5952.846,2128.799,3116.368,2106.6312
2016-06-16,8358.0342,5930.545,2101.416,3094.674,2094.8146
2016-06-17,8414.5075,5964.272,2122.89,3110.357,2102.2006
2016-06-20,8457.9315,5985.569,2119.63,3112.674,2104.2202
2016-06-21,8350.7618,5916.803,2092.001,3106.317,2104.5582
2016-06-22,8513.5431,6008.885,2144.818,3133.961,2115.7685
2016-06-23,8495.78,5978.173,2137.485,3117.316,2105.5324
2016-06-24,8428.8227,5903.62,2127.364,3077.155,2076.2999
2016-06-27,8646.161,6044.219,2191.806,3120.544,2095.893
2016-06-28,8730.197,6107.51,2216.71,3136.401,2102.0531
2016-06-29,8745.815,6120.202,2209.788,3151.389,2122.9696
2016-06-30,8741.0992,6123.493,2227.79,3153.921,2122.633
2016-07-01,8710.5174,6111.538,2211.177,3154.2,2127.0939
2016-07-04,8874.0708,6231.881,2248.712,3204.696,2163.2922
2016-07-05,8914.8403,6269.504,2246.024,3207.382,2168.8551
2016-07-06,8947.1372,6297.396,2241.56,3216.803,2167.101
2016-07-07,8954.2756,6319.792,2233.922,3209.954,2166.8843
2016-07-08,8939.2585,6299.853,2239.002,3192.28,2148.7606
2016-07-11,8874.9964,6312.498,2218.588,3203.329,2155.716
2016-07-12,8943.0645,6395.144,2247.354,3273.182,2200.3482
2016-07-13,9023.2366,6446.563,2285.369,3282.868,2197.7879
2016-07-14,9042.763,6455.582,2293.079,3276.763,2195.2265
